FlightNum,CarrierName,Origin,Destination,ScheduledTravelTime,ActualTravelTime,Discrepancy,CarrierCode,Rank
6647,American Airlines,SFO,ORD,300.0,191.0,109.0,AA,69
7808,American Airlines,ORD,DFW,540.0,432.0,108.0,AA,70
3087,American Airlines,LAX,ORD,540.0,433.0,107.0,AA,71
2305,American Airlines,DEN,ORD,900.0,793.0,107.0,AA,72
7378,American Airlines,DEN,SEA,300.0,193.0,107.0,AA,73
9684,American Airlines,LAX,BOS,420.0,527.0,107.0,AA,74
2091,American Airlines,DEN,ORD,900.0,793.0,107.0,AA,75
7117,American Airlines,ATL,JFK,540.0,646.0,106.0,AA,76
6180,American Airlines,ORD,BOS,900.0,794.0,106.0,AA,77
1740,American Airlines,SFO,MIA,180.0,286.0,106.0,AA,78
3483,American Airlines,ATL,DEN,300.0,405.0,105.0,AA,79
1221,American Airlines,DFW,BOS,840.0,736.0,104.0,AA,80
6752,American Airlines,BOS,SEA,480.0,376.0,104.0,AA,81
5700,American Airlines,LAX,DFW,840.0,944.0,104.0,AA,82
1635,American Airlines,SFO,SEA,360.0,257.0,103.0,AA,83
4242,American Airlines,JFK,DFW,420.0,523.0,103.0,AA,84
2401,American Airlines,DEN,ATL,240.0,137.0,103.0,AA,85
6178,American Airlines,JFK,BOS,240.0,343.0,103.0,AA,86
7409,American Airlines,DEN,ORD,540.0,643.0,103.0,AA,87
5499,American Airlines,ATL,DFW,720.0,617.0,103.0,AA,88
8271,American Airlines,LAX,SEA,480.0,378.0,102.0,AA,89
8222,American Airlines,SFO,DEN,720.0,618.0,102.0,AA,90
6028,American Airlines,DEN,LAX,780.0,678.0,102.0,AA,91
6876,American Airlines,DFW,MIA,720.0,822.0,102.0,AA,92
4568,American Airlines,SEA,ORD,840.0,739.0,101.0,AA,93
6955,American Airlines,JFK,ATL,240.0,139.0,101.0,AA,94
3669,American Airlines,DFW,BOS,660.0,761.0,101.0,AA,95
3286,American Airlines,DFW,LAX,780.0,679.0,101.0,AA,96
2190,American Airlines,DFW,JFK,540.0,439.0,101.0,AA,97
2560,American Airlines,ORD,DEN,420.0,520.0,100.0,AA,98
3243,American Airlines,SFO,MIA,540.0,640.0,100.0,AA,99
3197,American Airlines,JFK,SEA,720.0,820.0,100.0,AA,100
1870,American Airlines,ATL,SEA,300.0,201.0,99.0,AA,101
3966,American Airlines,ORD,DFW,600.0,501.0,99.0,AA,102
7298,American Airlines,LAX,ORD,360.0,459.0,99.0,AA,103
5897,American Airlines,MIA,ORD,900.0,802.0,98.0,AA,104
8594,American Airlines,BOS,SEA,540.0,638.0,98.0,AA,105
7201,American Airlines,DEN,MIA,120.0,22.0,98.0,AA,106
2317,American Airlines,LAX,DFW,600.0,502.0,98.0,AA,107
8742,American Airlines,MIA,ORD,480.0,382.0,98.0,AA,108
8954,American Airlines,BOS,SFO,360.0,263.0,97.0,AA,109
9097,American Airlines,JFK,ORD,360.0,263.0,97.0,AA,110
4690,American Airlines,JFK,SEA,480.0,383.0,97.0,AA,111
5012,American Airlines,BOS,DFW,900.0,997.0,97.0,AA,112
9352,American Airlines,JFK,MIA,300.0,204.0,96.0,AA,113
5772,American Airlines,SFO,DFW,300.0,396.0,96.0,AA,114
4066,American Airlines,DFW,BOS,720.0,816.0,96.0,AA,115
4118,American Airlines,DEN,DFW,900.0,804.0,96.0,AA,116
7813,American Airlines,LAX,ATL,360.0,456.0,96.0,AA,117
9366,American Airlines,LAX,JFK,480.0,385.0,95.0,AA,118
8132,American Airlines,MIA,SFO,300.0,395.0,95.0,AA,119
2388,American Airlines,DFW,BOS,720.0,815.0,95.0,AA,120
5384,American Airlines,SEA,BOS,900.0,995.0,95.0,AA,121
1409,American Airlines,SFO,BOS,480.0,574.0,94.0,AA,122
9959,American Airlines,DEN,DFW,660.0,754.0,94.0,AA,123
7151,American Airlines,ORD,SFO,720.0,814.0,94.0,AA,124
2965,American Airlines,ORD,DEN,420.0,326.0,94.0,AA,125
8137,American Airlines,SFO,SEA,600.0,506.0,94.0,AA,126
5020,American Airlines,JFK,LAX,240.0,147.0,93.0,AA,127
5082,American Airlines,ORD,DFW,180.0,273.0,93.0,AA,128
5503,American Airlines,BOS,SFO,180.0,87.0,93.0,AA,129
4088,American Airlines,DFW,SFO,540.0,447.0,93.0,AA,130
9616,American Airlines,ORD,MIA,360.0,267.0,93.0,AA,131
9498,American Airlines,SEA,JFK,720.0,627.0,93.0,AA,132
2485,American Airlines,BOS,DEN,480.0,387.0,93.0,AA,133
2754,American Airlines,DFW,ORD,540.0,633.0,93.0,AA,134
6595,American Airlines,DEN,BOS,540.0,633.0,93.0,AA,135
3407,American Airlines,MIA,SFO,360.0,267.0,93.0,AA,136
5254,American Airlines,ORD,ATL,120.0,213.0,93.0,AA,137
6412,American Airlines,SEA,ATL,900.0,992.0,92.0,AA,138
6802,American Airlines,LAX,BOS,720.0,628.0,92.0,AA,139
9066,American Airlines,SFO,MIA,480.0,388.0,92.0,AA,140
1175,American Airlines,DEN,SEA,180.0,271.0,91.0,AA,141
4986,American Airlines,LAX,SEA,480.0,389.0,91.0,AA,142
7904,American Airlines,ORD,JFK,540.0,449.0,91.0,AA,143
1716,American Airlines,JFK,BOS,660.0,750.0,90.0,AA,144
2222,American Airlines,JFK,MIA,120.0,210.0,90.0,AA,145
1177,American Airlines,ATL,JFK,300.0,390.0,90.0,AA,146
5987,American Airlines,MIA,ATL,120.0,30.0,90.0,AA,147
8935,American Airlines,ORD,LAX,120.0,30.0,90.0,AA,148
8591,American Airlines,SEA,JFK,780.0,869.0,89.0,AA,149
9026,American Airlines,MIA,SEA,900.0,989.0,89.0,AA,150
4408,American Airlines,SFO,ORD,720.0,631.0,89.0,AA,151
3990,American Airlines,JFK,SFO,180.0,268.0,88.0,AA,152
4281,American Airlines,DEN,BOS,780.0,692.0,88.0,AA,153
4862,American Airlines,ORD,MIA,600.0,688.0,88.0,AA,154
7826,American Airlines,ORD,DEN,360.0,272.0,88.0,AA,155
6076,American Airlines,JFK,LAX,180.0,92.0,88.0,AA,156
5536,American Airlines,ATL,SFO,840.0,927.0,87.0,AA,157
9994,American Airlines,ATL,JFK,300.0,213.0,87.0,AA,158
1236,American Airlines,BOS,DFW,600.0,687.0,87.0,AA,159
5150,American Airlines,DEN,SFO,900.0,987.0,87.0,AA,160
4729,American Airlines,JFK,SFO,600.0,514.0,86.0,AA,161
9592,American Airlines,BOS,ATL,600.0,514.0,86.0,AA,162
6631,American Airlines,SFO,ATL,300.0,385.0,85.0,AA,163
1776,American Airlines,DFW,ORD,900.0,985.0,85.0,AA,164
4046,American Airlines,ORD,LAX,240.0,155.0,85.0,AA,165
9142,American Airlines,DEN,LAX,240.0,325.0,85.0,AA,166
9531,American Airlines,ORD,ATL,360.0,445.0,85.0,AA,167
3803,American Airlines,SEA,BOS,480.0,565.0,85.0,AA,168
2263,American Airlines,SEA,SFO,900.0,816.0,84.0,AA,169
5239,American Airlines,LAX,DEN,240.0,324.0,84.0,AA,170
4478,American Airlines,ORD,BOS,180.0,264.0,84.0,AA,171
6956,American Airlines,LAX,BOS,660.0,576.0,84.0,AA,172
9831,American Airlines,ORD,LAX,120.0,204.0,84.0,AA,173
8660,American Airlines,SFO,DFW,540.0,623.0,83.0,AA,174
8224,American Airlines,MIA,SEA,600.0,683.0,83.0,AA,175
5783,American Airlines,MIA,ATL,120.0,203.0,83.0,AA,176
3833,American Airlines,BOS,LAX,240.0,323.0,83.0,AA,177
8234,American Airlines,DFW,SFO,420.0,337.0,83.0,AA,178
7346,American Airlines,LAX,DFW,720.0,637.0,83.0,AA,179
4352,American Airlines,DEN,ORD,780.0,697.0,83.0,AA,180
9543,American Airlines,ATL,JFK,900.0,818.0,82.0,AA,181
2678,American Airlines,ATL,ORD,840.0,922.0,82.0,AA,182
8185,American Airlines,MIA,ATL,240.0,322.0,82.0,AA,183
8921,American Airlines,ORD,SFO,300.0,382.0,82.0,AA,184
5214,American Airlines,ORD,BOS,660.0,742.0,82.0,AA,185
6283,American Airlines,ORD,SFO,240.0,322.0,82.0,AA,186
5656,American Airlines,DFW,LAX,240.0,322.0,82.0,AA,187
4938,American Airlines,ATL,JFK,240.0,322.0,82.0,AA,188
5317,American Airlines,MIA,LAX,480.0,399.0,81.0,AA,189
1111,American Airlines,DEN,LAX,720.0,801.0,81.0,AA,190
3520,American Airlines,SFO,LAX,540.0,459.0,81.0,AA,191
5415,American Airlines,DFW,MIA,720.0,640.0,80.0,AA,192
6140,American Airlines,DFW,JFK,600.0,680.0,80.0,AA,193
5006,American Airlines,LAX,SFO,360.0,280.0,80.0,AA,194
6391,American Airlines,ATL,ORD,900.0,820.0,80.0,AA,195
2130,American Airlines,LAX,MIA,300.0,220.0,80.0,AA,196
9293,American Airlines,SEA,SFO,420.0,500.0,80.0,AA,197
2746,American Airlines,BOS,DEN,780.0,700.0,80.0,AA,198
1416,American Airlines,SEA,SFO,600.0,680.0,80.0,AA,199
7070,American Airlines,DFW,JFK,360.0,281.0,79.0,AA,200
7108,American Airlines,BOS,SEA,420.0,341.0,79.0,AA,201
1543,American Airlines,MIA,DFW,120.0,41.0,79.0,AA,202
1237,American Airlines,BOS,DFW,180.0,101.0,79.0,AA,203
2824,American Airlines,JFK,ORD,660.0,581.0,79.0,AA,204
8038,American Airlines,DEN,JFK,360.0,439.0,79.0,AA,205
2999,American Airlines,SEA,LAX,720.0,641.0,79.0,AA,206
5981,American Airlines,SFO,BOS,360.0,438.0,78.0,AA,207
4611,American Airlines,LAX,SEA,180.0,258.0,78.0,AA,208
1454,American Airlines,MIA,JFK,540.0,462.0,78.0,AA,209
4205,American Airlines,BOS,LAX,420.0,342.0,78.0,AA,210
8279,American Airlines,DEN,MIA,420.0,342.0,78.0,AA,211
1378,American Airlines,MIA,ORD,480.0,558.0,78.0,AA,212
5862,American Airlines,SFO,LAX,540.0,618.0,78.0,AA,213
3876,American Airlines,JFK,BOS,120.0,198.0,78.0,AA,214
6848,American Airlines,BOS,JFK,420.0,497.0,77.0,AA,215
8633,American Airlines,DEN,SFO,600.0,523.0,77.0,AA,216
9255,American Airlines,MIA,SFO,780.0,703.0,77.0,AA,217
6824,American Airlines,DEN,DFW,240.0,317.0,77.0,AA,218
4724,American Airlines,BOS,DEN,600.0,677.0,77.0,AA,219
7689,American Airlines,ORD,LAX,840.0,917.0,77.0,AA,220
8351,American Airlines,ATL,BOS,420.0,343.0,77.0,AA,221
6075,American Airlines,SFO,MIA,720.0,643.0,77.0,AA,222
6967,American Airlines,DFW,LAX,480.0,404.0,76.0,AA,223
1512,American Airlines,SEA,JFK,120.0,196.0,76.0,AA,224
7585,American Airlines,DEN,DFW,720.0,644.0,76.0,AA,225
9570,American Airlines,ORD,SFO,600.0,524.0,76.0,AA,226
4755,American Airlines,MIA,LAX,600.0,676.0,76.0,AA,227
9215,American Airlines,BOS,SFO,540.0,464.0,76.0,AA,228
8931,American Airlines,SFO,DFW,780.0,704.0,76.0,AA,229
3103,American Airlines,SEA,SFO,780.0,705.0,75.0,AA,230
2241,American Airlines,SFO,SEA,360.0,435.0,75.0,AA,231
1820,American Airlines,SFO,MIA,600.0,675.0,75.0,AA,232
6861,American Airlines,ORD,DFW,540.0,615.0,75.0,AA,233
4422,American Airlines,LAX,DFW,240.0,165.0,75.0,AA,234
6534,American Airlines,ORD,SEA,120.0,195.0,75.0,AA,235
3376,American Airlines,MIA,JFK,900.0,825.0,75.0,AA,236
4656,American Airlines,DFW,SEA,540.0,466.0,74.0,AA,237
6752,American Airlines,MIA,BOS,720.0,646.0,74.0,AA,238
8197,American Airlines,BOS,DFW,120.0,46.0,74.0,AA,239
3426,American Airlines,SFO,JFK,120.0,46.0,74.0,AA,240
3000,American Airlines,JFK,DEN,240.0,314.0,74.0,AA,241
4170,American Airlines,SEA,LAX,780.0,854.0,74.0,AA,242
2637,American Airlines,ATL,SFO,480.0,554.0,74.0,AA,243
9031,American Airlines,SEA,ORD,360.0,287.0,73.0,AA,244
1740,American Airlines,JFK,SEA,120.0,47.0,73.0,AA,245
8208,American Airlines,DFW,MIA,600.0,673.0,73.0,AA,246
7912,American Airlines,SEA,DEN,720.0,793.0,73.0,AA,247
7311,American Airlines,SEA,ORD,840.0,767.0,73.0,AA,248
1981,American Airlines,ATL,DEN,900.0,827.0,73.0,AA,249
3384,American Airlines,LAX,JFK,480.0,408.0,72.0,AA,250
6550,American Airlines,ATL,DFW,780.0,852.0,72.0,AA,251
1622,American Airlines,JFK,MIA,180.0,252.0,72.0,AA,252
9465,American Airlines,BOS,DFW,120.0,48.0,72.0,AA,253
8751,American Airlines,DEN,SEA,180.0,108.0,72.0,AA,254
6069,American Airlines,SFO,MIA,900.0,828.0,72.0,AA,255
3450,American Airlines,DFW,SEA,540.0,469.0,71.0,AA,256
2400,American Airlines,DFW,SEA,480.0,551.0,71.0,AA,257
7626,American Airlines,SFO,LAX,780.0,851.0,71.0,AA,258
3336,American Airlines,BOS,SEA,300.0,229.0,71.0,AA,259
4573,American Airlines,DEN,ORD,900.0,829.0,71.0,AA,260
1751,American Airlines,DFW,LAX,240.0,311.0,71.0,AA,261
5800,American Airlines,DFW,JFK,840.0,769.0,71.0,AA,262
7573,American Airlines,JFK,LAX,660.0,730.0,70.0,AA,263
7154,American Airlines,ORD,BOS,780.0,850.0,70.0,AA,264
9737,American Airlines,ATL,MIA,300.0,230.0,70.0,AA,265
8254,American Airlines,ATL,LAX,720.0,650.0,70.0,AA,266
7461,American Airlines,MIA,ORD,600.0,530.0,70.0,AA,267
1111,American Airlines,DEN,DFW,180.0,110.0,70.0,AA,268
6716,American Airlines,JFK,SEA,540.0,470.0,70.0,AA,269
4951,American Airlines,ATL,ORD,240.0,170.0,70.0,AA,270
9639,American Airlines,MIA,BOS,660.0,590.0,70.0,AA,271
8012,American Airlines,SFO,SEA,180.0,249.0,69.0,AA,272
8327,American Airlines,JFK,ATL,360.0,429.0,69.0,AA,273
2976,American Airlines,JFK,ORD,420.0,351.0,69.0,AA,274
5210,American Airlines,MIA,SEA,780.0,711.0,69.0,AA,275
9318,American Airlines,MIA,ATL,180.0,111.0,69.0,AA,276
9107,American Airlines,SEA,LAX,840.0,772.0,68.0,AA,277
2846,American Airlines,JFK,ATL,420.0,352.0,68.0,AA,278
7773,American Airlines,BOS,ORD,540.0,472.0,68.0,AA,279
6622,American Airlines,DEN,MIA,660.0,728.0,68.0,AA,280
3774,American Airlines,DEN,DFW,360.0,428.0,68.0,AA,281
9976,American Airlines,SEA,MIA,180.0,113.0,67.0,AA,282
4296,American Airlines,SFO,DFW,840.0,907.0,67.0,AA,283
9711,American Airlines,ATL,ORD,120.0,54.0,66.0,AA,284
7165,American Airlines,ATL,LAX,660.0,726.0,66.0,AA,285
4522,American Airlines,SFO,JFK,360.0,426.0,66.0,AA,286
4552,American Airlines,BOS,SFO,780.0,714.0,66.0,AA,287
9716,American Airlines,ORD,DFW,420.0,355.0,65.0,AA,288
2574,American Airlines,LAX,DEN,240.0,305.0,65.0,AA,289
4525,American Airlines,SFO,DFW,540.0,605.0,65.0,AA,290
5549,American Airlines,LAX,DFW,600.0,665.0,65.0,AA,291
2338,American Airlines,BOS,DFW,540.0,605.0,65.0,AA,292
7674,American Airlines,ATL,LAX,480.0,415.0,65.0,AA,293
3592,American Airlines,LAX,MIA,300.0,236.0,64.0,AA,294
7632,American Airlines,LAX,JFK,240.0,304.0,64.0,AA,295
2287,American Airlines,SEA,BOS,780.0,844.0,64.0,AA,296
4192,American Airlines,DEN,LAX,180.0,116.0,64.0,AA,297
7640,American Airlines,DEN,SFO,840.0,776.0,64.0,AA,298
7605,American Airlines,MIA,LAX,480.0,544.0,64.0,AA,299
3944,American Airlines,ATL,SEA,300.0,364.0,64.0,AA,300
9903,American Airlines,DEN,DFW,780.0,844.0,64.0,AA,301
8750,American Airlines,DEN,BOS,540.0,476.0,64.0,AA,302
8308,American Airlines,BOS,JFK,300.0,364.0,64.0,AA,303
5462,American Airlines,JFK,ORD,180.0,244.0,64.0,AA,304
6684,American Airlines,SFO,SEA,600.0,537.0,63.0,AA,305
4142,American Airlines,JFK,SEA,180.0,117.0,63.0,AA,306
4761,American Airlines,JFK,DEN,600.0,537.0,63.0,AA,307
9234,American Airlines,DEN,SFO,840.0,903.0,63.0,AA,308
3622,American Airlines,LAX,JFK,240.0,303.0,63.0,AA,309
5428,American Airlines,SFO,DFW,600.0,537.0,63.0,AA,310
2065,American Airlines,LAX,DFW,420.0,357.0,63.0,AA,311
8732,American Airlines,LAX,SEA,840.0,777.0,63.0,AA,312
4640,American Airlines,ATL,LAX,540.0,603.0,63.0,AA,313
3577,American Airlines,ORD,SFO,900.0,963.0,63.0,AA,314
3372,American Airlines,SFO,ATL,720.0,783.0,63.0,AA,315
1986,American Airlines,SFO,LAX,720.0,782.0,62.0,AA,316
4223,American Airlines,DFW,SFO,840.0,902.0,62.0,AA,317
8873,American Airlines,SFO,BOS,660.0,722.0,62.0,AA,318
9753,American Airlines,SFO,DFW,480.0,542.0,62.0,AA,319
2415,American Airlines,MIA,ORD,120.0,181.0,61.0,AA,320
8242,American Airlines,ATL,SFO,360.0,421.0,61.0,AA,321
9756,American Airlines,DEN,SFO,180.0,241.0,61.0,AA,322
5739,American Airlines,MIA,SEA,780.0,719.0,61.0,AA,323
6550,American Airlines,LAX,BOS,300.0,361.0,61.0,AA,324
7796,American Airlines,BOS,DEN,360.0,299.0,61.0,AA,325
9637,American Airlines,SFO,DFW,720.0,781.0,61.0,AA,326
5827,American Airlines,SEA,JFK,180.0,240.0,60.0,AA,327
5997,American Airlines,DEN,ORD,120.0,180.0,60.0,AA,328
7836,American Airlines,SEA,ORD,720.0,780.0,60.0,AA,329
8170,American Airlines,SEA,SFO,420.0,480.0,60.0,AA,330
1838,American Airlines,SEA,JFK,780.0,840.0,60.0,AA,331
8291,American Airlines,MIA,LAX,360.0,300.0,60.0,AA,332
8218,American Airlines,MIA,JFK,780.0,840.0,60.0,AA,333
9683,American Airlines,BOS,JFK,480.0,540.0,60.0,AA,334
4989,American Airlines,ATL,MIA,540.0,480.0,60.0,AA,335
7682,American Airlines,SEA,ORD,720.0,780.0,60.0,AA,336
7350,American Airlines,DFW,DEN,540.0,480.0,60.0,AA,337
6894,American Airlines,ORD,MIA,480.0,540.0,60.0,AA,338
8372,American Airlines,ATL,SFO,720.0,779.0,59.0,AA,339
1678,American Airlines,BOS,SEA,360.0,419.0,59.0,AA,340
1919,American Airlines,ATL,ORD,900.0,842.0,58.0,AA,341
5745,American Airlines,DFW,SEA,240.0,298.0,58.0,AA,342
9350,American Airlines,DEN,MIA,720.0,662.0,58.0,AA,343
5004,American Airlines,SFO,SEA,480.0,538.0,58.0,AA,344
6093,American Airlines,ORD,MIA,120.0,178.0,58.0,AA,345
8437,American Airlines,SFO,BOS,480.0,423.0,57.0,AA,346
8226,American Airlines,JFK,BOS,240.0,297.0,57.0,AA,347
1106,American Airlines,ATL,DEN,540.0,483.0,57.0,AA,348
2960,American Airlines,SFO,MIA,900.0,957.0,57.0,AA,349
8923,American Airlines,MIA,LAX,480.0,537.0,57.0,AA,350
9626,American Airlines,LAX,ATL,600.0,543.0,57.0,AA,351
6838,American Airlines,SEA,DEN,900.0,957.0,57.0,AA,352
5143,American Airlines,JFK,MIA,120.0,176.0,56.0,AA,353
3393,American Airlines,MIA,ORD,180.0,236.0,56.0,AA,354
3349,American Airlines,LAX,DEN,480.0,536.0,56.0,AA,355
4333,American Airlines,DFW,ORD,420.0,476.0,56.0,AA,356
3421,American Airlines,DFW,JFK,720.0,776.0,56.0,AA,357
9694,American Airlines,LAX,SFO,840.0,896.0,56.0,AA,358
2072,American Airlines,LAX,ORD,180.0,124.0,56.0,AA,359
8763,American Airlines,JFK,DEN,780.0,724.0,56.0,AA,360
9275,American Airlines,SFO,BOS,360.0,305.0,55.0,AA,361
5438,American Airlines,DEN,BOS,360.0,415.0,55.0,AA,362
3201,American Airlines,SFO,DEN,540.0,595.0,55.0,AA,363
3856,American Airlines,SFO,DEN,540.0,485.0,55.0,AA,364
2592,American Airlines,SEA,DEN,660.0,606.0,54.0,AA,365
2268,American Airlines,ORD,LAX,300.0,354.0,54.0,AA,366
5791,American Airlines,ATL,ORD,900.0,954.0,54.0,AA,367
2416,American Airlines,BOS,ORD,720.0,667.0,53.0,AA,368
6174,American Airlines,ORD,SEA,240.0,187.0,53.0,AA,369
6134,American Airlines,SFO,ATL,240.0,293.0,53.0,AA,370
2353,American Airlines,DEN,DFW,480.0,427.0,53.0,AA,371
4637,American Airlines,SFO,ATL,840.0,787.0,53.0,AA,372
8387,American Airlines,SEA,ORD,240.0,188.0,52.0,AA,373
6451,American Airlines,DEN,LAX,360.0,412.0,52.0,AA,374
5015,American Airlines,SFO,JFK,300.0,248.0,52.0,AA,375
1115,American Airlines,DEN,ATL,840.0,788.0,52.0,AA,376
3777,American Airlines,ORD,LAX,600.0,548.0,52.0,AA,377
5672,American Airlines,SFO,DFW,120.0,172.0,52.0,AA,378
4146,American Airlines,SFO,JFK,480.0,531.0,51.0,AA,379
8869,American Airlines,SEA,MIA,480.0,429.0,51.0,AA,380
8850,American Airlines,SFO,DFW,600.0,549.0,51.0,AA,381
2417,American Airlines,MIA,BOS,720.0,669.0,51.0,AA,382
3719,American Airlines,SFO,MIA,180.0,129.0,51.0,AA,383
7462,American Airlines,LAX,ORD,120.0,171.0,51.0,AA,384
6098,American Airlines,ORD,ATL,540.0,591.0,51.0,AA,385
6037,American Airlines,JFK,SFO,780.0,729.0,51.0,AA,386
5111,American Airlines,BOS,LAX,780.0,730.0,50.0,AA,387
5811,American Airlines,MIA,BOS,480.0,530.0,50.0,AA,388
4151,American Airlines,MIA,JFK,120.0,170.0,50.0,AA,389
4200,American Airlines,LAX,ORD,840.0,890.0,50.0,AA,390
9811,American Airlines,DEN,BOS,900.0,950.0,50.0,AA,391
5927,American Airlines,JFK,ORD,240.0,191.0,49.0,AA,392
2712,American Airlines,DFW,ORD,720.0,671.0,49.0,AA,393
1938,American Airlines,DEN,ORD,840.0,791.0,49.0,AA,394
7694,American Airlines,DEN,LAX,420.0,371.0,49.0,AA,395
2845,American Airlines,ATL,SEA,300.0,251.0,49.0,AA,396
6128,American Airlines,SFO,ATL,420.0,469.0,49.0,AA,397
3331,American Airlines,BOS,ORD,480.0,528.0,48.0,AA,398
1229,American Airlines,MIA,SFO,240.0,288.0,48.0,AA,399
1315,American Airlines,DFW,JFK,660.0,612.0,48.0,AA,400
9161,American Airlines,DEN,JFK,600.0,648.0,48.0,AA,401
2239,American Airlines,SEA,ORD,180.0,227.0,47.0,AA,402
9814,American Airlines,DEN,DFW,660.0,613.0,47.0,AA,403
8532,American Airlines,DFW,ORD,600.0,647.0,47.0,AA,404
6567,American Airlines,JFK,SFO,540.0,587.0,47.0,AA,405
5576,American Airlines,DFW,JFK,900.0,853.0,47.0,AA,406
7297,American Airlines,ORD,SEA,240.0,193.0,47.0,AA,407
1793,American Airlines,LAX,MIA,660.0,613.0,47.0,AA,408
